file,expression,valence,arousal
Dataset\images\2243.jpg,0,0.129508,0.0747161
Dataset\images\2244.jpg,5,-0.740418,0.430701
Dataset\images\2245.jpg,6,-0.463176,0.777063
Dataset\images\2246.jpg,6,-0.0929047,0.120992
Dataset\images\2248.jpg,0,-0.324235,-0.193573
Dataset\images\2249.jpg,7,-0.658149,0.667828
Dataset\images\225.jpg,2,-0.801587,-0.460317
Dataset\images\2251.jpg,5,-0.880952,0.412698
Dataset\images\2254.jpg,4,-0.058072,0.909795
Dataset\images\2255.jpg,1,0.444444,0.119048
Dataset\images\2256.jpg,7,-0.667828,0.667828
Dataset\images\2258.jpg,0,0.00793651,0.0
Dataset\images\2259.jpg,3,0.107833,0.565045
Dataset\images\226.jpg,3,0.0992063,0.405452
Dataset\images\2260.jpg,6,-0.561363,0.745257
Dataset\images\2261.jpg,7,-0.29036,0.309717
Dataset\images\2262.jpg,4,-0.189281,0.816896
Dataset\images\2263.jpg,4,-0.129634,0.799412
Dataset\images\2264.jpg,7,-0.662989,0.658149
Dataset\images\2265.jpg,2,-0.401139,-0.120773
Dataset\images\2266.jpg,7,-0.563777,0.60153
Dataset\images\2267.jpg,7,-0.459737,0.493612
Dataset\images\2269.jpg,2,-0.551684,-0.372629
Dataset\images\227.jpg,4,-0.126984,0.849206
Dataset\images\2270.jpg,3,-0.101626,0.643631
Dataset\images\2271.jpg,1,0.779133,0.0483933
Dataset\images\2272.jpg,2,-0.857143,-0.365079
Dataset\images\2274.jpg,7,-0.65331,0.65331
Dataset\images\2275.jpg,4,-0.159394,0.816896
Dataset\images\2276.jpg,2,-0.961738,-0.062383
Dataset\images\2277.jpg,0,-0.410872,0.173831
Dataset\images\2278.jpg,7,-0.387147,0.527487
Dataset\images\2279.jpg,4,-0.0671418,0.952897
Dataset\images\228.jpg,2,-0.754936,-0.338753
Dataset\images\2280.jpg,1,0.460317,0.047619
Dataset\images\2281.jpg,7,-0.603865,0.677191
Dataset\images\2282.jpg,1,0.785714,-0.103175
Dataset\images\2284.jpg,4,-0.214286,0.849206
Dataset\images\2285.jpg,1,0.512969,0.0822687
Dataset\images\2286.jpg,6,-0.619048,0.325397
Dataset\images\2287.jpg,3,0.107833,0.521912
Dataset\images\2288.jpg,0,0.00793651,0.031746
Dataset\images\2289.jpg,5,-0.300039,0.566202
Dataset\images\2290.jpg,3,0.382307,0.759775
Dataset\images\2291.jpg,7,-0.406504,0.464576
Dataset\images\2293.jpg,0,-0.13169,-0.352929
Dataset\images\2296.jpg,7,-0.662989,0.65331
Dataset\images\2298.jpg,3,0.14908,0.63953
Dataset\images\2299.jpg,2,-0.684787,-0.215971
Dataset\images\23.jpg,4,-0.159698,0.938831
Dataset\images\230.jpg,6,-0.54783,0.742731
Dataset\images\2300.jpg,1,0.669882,0.0114837
Dataset\images\2301.jpg,3,-0.119048,0.865079
Dataset\images\2305.jpg,6,-0.634921,0.365079
Dataset\images\2306.jpg,1,0.841097,0.11646
Dataset\images\2307.jpg,5,-0.43554,0.716221
Dataset\images\2308.jpg,6,-0.402698,0.694654
Dataset\images\231.jpg,6,-0.478183,0.811915
Dataset\images\2310.jpg,6,-0.241546,0.526225
Dataset\images\2311.jpg,1,0.258459,-0.0861529
Dataset\images\2312.jpg,7,-0.650794,0.65873
Dataset\images\2314.jpg,0,0.0842815,-0.347661
Dataset\images\2316.jpg,2,-0.759775,-0.36295
Dataset\images\2317.jpg,3,0.190476,0.809524
Dataset\images\232.jpg,2,-0.174603,-0.34127
Dataset\images\2320.jpg,7,-0.396825,0.440379
Dataset\images\2321.jpg,5,-0.732195,0.468816
Dataset\images\2322.jpg,1,0.532975,0.239091
Dataset\images\2324.jpg,5,-0.873016,0.428571
Dataset\images\2325.jpg,5,-0.772084,0.457212
Dataset\images\2326.jpg,0,0.00862664,-0.0258799
Dataset\images\2328.jpg,0,0.0498107,-0.0896593
Dataset\images\233.jpg,3,-0.0677507,0.832365
Dataset\images\2330.jpg,2,-0.111111,-0.357143
Dataset\images\2331.jpg,2,-0.831839,-0.268978
Dataset\images\2332.jpg,3,0.043554,0.79849
Dataset\images\2333.jpg,3,0.238095,0.936508
Dataset\images\2334.jpg,6,-0.325397,0.674603
Dataset\images\2335.jpg,6,-0.611111,0.404762
Dataset\images\2336.jpg,6,-0.134921,0.333333
Dataset\images\2338.jpg,6,-0.624274,0.411343
Dataset\images\2339.jpg,6,-0.324235,0.890437
Dataset\images\2341.jpg,5,-0.592748,0.483164
Dataset\images\2342.jpg,6,-0.67952,0.421407
Dataset\images\2343.jpg,0,0.0,-0.00661376
Dataset\images\2345.jpg,0,-0.394435,0.164945
Dataset\images\2346.jpg,1,0.833333,0.10582
Dataset\images\2348.jpg,7,-0.626984,0.666667
Dataset\images\2352.jpg,3,0.174603,0.873016
Dataset\images\2353.jpg,0,0.0483933,-0.304878
Dataset\images\2354.jpg,7,-0.119048,0.587302
Dataset\images\2356.jpg,4,-0.10582,0.806878
Dataset\images\2357.jpg,3,0.185473,0.621118
Dataset\images\2358.jpg,6,-0.424897,0.627775
Dataset\images\2359.jpg,6,-0.295199,0.479094
Dataset\images\236.jpg,2,-0.674603,-0.0238095
Dataset\images\2360.jpg,6,-0.571429,0.269841
Dataset\images\2361.jpg,0,-0.014518,0.00967867
Dataset\images\2364.jpg,2,-0.763801,-0.226507
Dataset\images\2365.jpg,4,-0.0387147,0.740418
Dataset\images\2366.jpg,4,-0.190476,0.68254
Dataset\images\2367.jpg,6,-0.353656,0.69735
Dataset\images\2368.jpg,2,-0.658149,-0.208091
Dataset\images\2369.jpg,5,-0.740418,0.406504
Dataset\images\237.jpg,7,-0.614595,0.662989
Dataset\images\2370.jpg,1,0.742475,-0.125843
Dataset\images\2371.jpg,5,-0.825397,0.452381
Dataset\images\2372.jpg,1,0.563492,-0.00793651
Dataset\images\2374.jpg,0,0.0967867,-0.222609
Dataset\images\2375.jpg,2,-0.9809,-0.118832
Dataset\images\2377.jpg,4,-0.0387147,0.904956
Dataset\images\2378.jpg,3,0.146653,0.694444
Dataset\images\2379.jpg,0,0.015873,0.0
Dataset\images\238.jpg,5,-0.716221,0.314557
Dataset\images\2380.jpg,4,-0.198413,0.873016
Dataset\images\2382.jpg,6,-0.442478,0.289718
Dataset\images\2385.jpg,3,0.337487,0.763982
Dataset\images\2386.jpg,6,-0.392631,0.677036
Dataset\images\2388.jpg,3,0.343593,0.79849
Dataset\images\2389.jpg,6,-0.458259,0.811915
Dataset\images\2390.jpg,2,-0.857143,-0.380952
Dataset\images\2392.jpg,7,0.253968,0.404762
Dataset\images\2393.jpg,3,-0.169377,0.7259
Dataset\images\2394.jpg,2,-0.682346,-0.348432
Dataset\images\2395.jpg,5,-0.754936,0.464576
Dataset\images\2398.jpg,0,0.0919473,-0.36295
Dataset\images\24.jpg,2,-0.571429,-0.222222
Dataset\images\2400.jpg,4,-0.119048,0.968254
Dataset\images\2402.jpg,6,-0.593384,0.515502
Dataset\images\2403.jpg,1,0.774293,0.087108
Dataset\images\2405.jpg,3,-0.0948167,0.863885
Dataset\images\2408.jpg,6,-0.449399,0.881514
Dataset\images\2410.jpg,3,-0.0948167,0.842815
Dataset\images\2411.jpg,5,-0.774336,0.489886
Dataset\images\2415.jpg,7,0.166667,0.396825
Dataset\images\2417.jpg,2,-0.696864,-0.314557
Dataset\images\2418.jpg,3,0.246032,0.825397
Dataset\images\242.jpg,6,-0.150966,0.439959
Dataset\images\2420.jpg,2,-0.584703,-0.237042
Dataset\images\2421.jpg,6,-0.747998,0.426675
Dataset\images\2422.jpg,1,0.468254,0.246032
Dataset\images\2423.jpg,5,-0.764615,0.372629
Dataset\images\2424.jpg,4,-0.246032,0.849206
Dataset\images\2425.jpg,4,-0.184366,0.737463
Dataset\images\2426.jpg,4,-0.103175,0.436508
Dataset\images\2427.jpg,0,0.154413,0.0846782
Dataset\images\2428.jpg,1,0.900116,0.0241967
Dataset\images\2429.jpg,6,-0.327812,0.659938
Dataset\images\243.jpg,6,-0.246032,0.428571
Dataset\images\2430.jpg,7,-0.226518,0.291956
Dataset\images\2431.jpg,2,-0.269841,-0.531746
Dataset\images\2433.jpg,0,0.00765579,-0.0038279
Dataset\images\2434.jpg,0,0.015873,0.00793651
Dataset\images\2435.jpg,6,-0.357143,0.634921
Dataset\images\2436.jpg,2,-0.677191,-0.245859
Dataset\images\2438.jpg,6,-0.280366,0.595238
Dataset\images\2439.jpg,4,-0.22713,0.657895
Dataset\images\244.jpg,2,-0.777189,-0.244334
Dataset\images\2442.jpg,6,-0.532581,0.783208
Dataset\images\2443.jpg,2,-0.851763,-0.1843
Dataset\images\2444.jpg,5,-0.319396,0.561363
Dataset\images\2445.jpg,2,-0.837547,-0.310788
Dataset\images\2447.jpg,4,-0.103175,0.738095
Dataset\images\2448.jpg,3,0.1294,0.629745
Dataset\images\2449.jpg,3,0.464576,0.779133
Dataset\images\2450.jpg,2,-0.769841,-0.325397
Dataset\images\2451.jpg,6,-0.34127,0.396825
Dataset\images\2452.jpg,0,0.0,0.00793651
Dataset\images\2454.jpg,7,-0.377468,0.43554
Dataset\images\2455.jpg,1,0.912698,0.246032
Dataset\images\2456.jpg,4,-0.0238095,0.777778
Dataset\images\2457.jpg,1,0.900116,-0.116144
Dataset\images\2458.jpg,1,0.780423,0.0992063
Dataset\images\2459.jpg,1,0.841097,0.228606
Dataset\images\246.jpg,5,-0.531746,0.206349
Dataset\images\2460.jpg,3,0.0952381,0.547619
Dataset\images\2461.jpg,5,-0.880952,0.444444
Dataset\images\2462.jpg,7,-0.454897,0.50813
Dataset\images\2463.jpg,7,-0.647914,0.647914
Dataset\images\2464.jpg,5,-0.857143,0.468254
Dataset\images\2466.jpg,3,0.421022,0.667828
Dataset\images\2467.jpg,4,-0.159394,0.876669
Dataset\images\2469.jpg,2,-0.168563,-0.39507
Dataset\images\2470.jpg,7,-0.647914,0.653182
Dataset\images\2472.jpg,3,0.107833,0.448585
Dataset\images\2473.jpg,1,0.880952,0.134921
Dataset\images\2474.jpg,2,-0.841801,-0.159394
Dataset\images\2475.jpg,7,0.253968,0.420635
Dataset\images\2476.jpg,1,0.492063,0.0793651
Dataset\images\2477.jpg,2,-0.68254,-0.309524
Dataset\images\2478.jpg,0,-0.37292,-0.236661
Dataset\images\2479.jpg,2,-0.181951,-0.395093
Dataset\images\248.jpg,0,0.440379,-0.120983
Dataset\images\2480.jpg,4,-0.166667,0.746032
Dataset\images\2481.jpg,7,-0.648471,0.65331
Dataset\images\2482.jpg,0,-0.0555556,-0.0238095
Dataset\images\2483.jpg,7,-0.558848,0.675816
Dataset\images\2484.jpg,1,0.779133,0.101626
Dataset\images\2485.jpg,5,-0.422705,0.219979
Dataset\images\2486.jpg,2,-0.388889,-0.222222
Dataset\images\2487.jpg,1,0.759219,-0.16269
Dataset\images\2488.jpg,5,-0.734956,0.440208
Dataset\images\249.jpg,1,0.849206,0.0714286
Dataset\images\2490.jpg,0,0.00793651,-0.00793651
Dataset\images\2491.jpg,5,-0.717901,0.431257
Dataset\images\2492.jpg,1,0.81746,-0.142857
Dataset\images\2493.jpg,4,-0.158028,0.769069
Dataset\images\2494.jpg,4,-0.087108,0.759775
Dataset\images\2495.jpg,6,-0.460317,0.642857
Dataset\images\2496.jpg,4,-0.058072,0.929152
Dataset\images\2497.jpg,7,-0.447078,0.491266
Dataset\images\2498.jpg,0,-0.410872,0.105352
Dataset\images\2499.jpg,6,-0.563632,0.742731
Dataset\images\25.jpg,4,-0.238095,0.753968
Dataset\images\250.jpg,7,-0.425861,0.479094
Dataset\images\2501.jpg,5,-0.81746,0.380952
Dataset\images\2502.jpg,7,-0.329075,0.324235
Dataset\images\2503.jpg,5,-0.498451,0.251645
Dataset\images\2505.jpg,3,0.396825,0.730739
Dataset\images\2506.jpg,3,0.120773,0.465838
Dataset\images\2507.jpg,1,0.50813,-0.120983
Dataset\images\2509.jpg,6,-0.301587,0.47619
Dataset\images\2511.jpg,4,-0.0483933,0.895277
Dataset\images\2512.jpg,4,-0.119048,0.785714
Dataset\images\2514.jpg,7,-0.454897,0.493612
Dataset\images\2516.jpg,6,-0.396825,0.650794
Dataset\images\2517.jpg,7,-0.579365,0.65873
Dataset\images\2519.jpg,5,-0.759775,0.430701
Dataset\images\2520.jpg,0,0.363464,-0.289718
Dataset\images\2521.jpg,1,0.389802,-0.231774
Dataset\images\2523.jpg,3,0.190476,0.793651
Dataset\images\2524.jpg,5,-0.743725,0.402851
Dataset\images\2525.jpg,2,-0.888889,-0.34127
Dataset\images\2526.jpg,4,-0.14518,0.682346
Dataset\images\2527.jpg,2,-0.590399,-0.222609
Dataset\images\2528.jpg,5,-0.79849,0.416183
Dataset\images\253.jpg,7,-0.643631,0.643631
Dataset\images\2531.jpg,5,-0.721061,0.450058
Dataset\images\2532.jpg,7,-0.648471,0.65331
Dataset\images\2533.jpg,6,-0.484127,0.246032
Dataset\images\2534.jpg,1,0.84127,0.0634921
Dataset\images\2536.jpg,2,-0.94851,-0.101626
Dataset\images\2537.jpg,6,-0.365079,0.325397
Dataset\images\2539.jpg,3,0.150794,0.571429
Dataset\images\2540.jpg,6,-0.507936,0.388889
Dataset\images\2541.jpg,4,-0.142857,0.825397
Dataset\images\2542.jpg,1,0.877193,0.157722
Dataset\images\2543.jpg,1,0.603175,0.269841
Dataset\images\2544.jpg,3,-0.0338753,0.604917
Dataset\images\2545.jpg,5,-0.562861,0.488145
Dataset\images\2546.jpg,7,-0.662226,0.662226
Dataset\images\2547.jpg,3,0.0438212,0.511247
Dataset\images\2549.jpg,6,-0.348432,0.590399
Dataset\images\2552.jpg,5,-0.888889,0.420635
Dataset\images\2553.jpg,7,-0.319396,0.333914
Dataset\images\2555.jpg,6,-0.726928,0.43721
Dataset\images\2556.jpg,3,0.333914,0.764615
Dataset\images\2558.jpg,3,-0.00483933,0.585559
Dataset\images\2559.jpg,4,-0.0822687,0.79849
Dataset\images\256.jpg,1,0.895728,0.287092
Dataset\images\2560.jpg,6,-0.295999,0.6028
Dataset\images\2561.jpg,2,-0.555556,-0.269841
Dataset\images\2564.jpg,1,0.531746,-0.0793651
Dataset\images\2568.jpg,0,-0.00793651,-0.0238095
Dataset\images\2569.jpg,5,-0.888889,0.396825
Dataset\images\257.jpg,3,0.14546,0.811514
Dataset\images\2570.jpg,6,-0.406504,0.716221
Dataset\images\2572.jpg,3,0.278897,0.653342
Dataset\images\2574.jpg,4,-0.05291,0.615079
Dataset\images\2575.jpg,3,0.285714,0.484127
Dataset\images\2576.jpg,0,0.0338753,0.0677507
Dataset\images\2578.jpg,4,-0.126984,0.761905
Dataset\images\2579.jpg,3,0.326247,0.825339
Dataset\images\258.jpg,3,0.0919473,0.440379
Dataset\images\2580.jpg,1,0.782028,0.358637
Dataset\images\2581.jpg,2,-0.547619,0.539683
Dataset\images\2582.jpg,4,-0.0793651,-0.325397
Dataset\images\2584.jpg,1,0.444444,0.15873
Dataset\images\2585.jpg,6,-0.792375,-0.321543
Dataset\images\2587.jpg,7,-0.333127,0.562958
Dataset\images\2589.jpg,1,0.365079,-0.0555556
Dataset\images\259.jpg,7,-0.626984,0.642857
Dataset\images\2590.jpg,5,-0.730159,0.452381
Dataset\images\2591.jpg,6,-0.310559,0.685818
Dataset\images\2592.jpg,6,-0.747998,0.447745
Dataset\images\2593.jpg,6,-0.417241,0.719645
Dataset\images\2594.jpg,7,-0.65873,0.595238
Dataset\images\2595.jpg,0,-0.147493,-0.405605
Dataset\images\2596.jpg,3,-0.450058,0.667828
Dataset\images\2597.jpg,4,-0.154859,0.94367
Dataset\images\2598.jpg,1,0.701139,-0.452819
Dataset\images\2599.jpg,3,0.0226518,0.968992
Dataset\images\26.jpg,2,-0.565045,-0.176846
Dataset\images\2600.jpg,6,-0.343694,0.617653
Dataset\images\2601.jpg,1,0.667828,0.0532327
Dataset\images\2602.jpg,5,-0.888889,0.412698
Dataset\images\2603.jpg,0,0.00793651,0.00793651
Dataset\images\2604.jpg,3,0.319396,0.662989
Dataset\images\2605.jpg,6,-0.742731,0.389802
Dataset\images\2606.jpg,2,-0.774293,-0.348432
Dataset\images\2608.jpg,6,-0.416183,0.788811
Dataset\images\2609.jpg,2,-0.619771,-0.35895
Dataset\images\2610.jpg,6,-0.37961,0.578453
Dataset\images\2611.jpg,3,0.133713,0.659938
Dataset\images\2612.jpg,6,-0.261324,0.604917
Dataset\images\2613.jpg,2,-0.753266,-0.294985
Dataset\images\2614.jpg,7,-0.650794,0.531746
Dataset\images\2615.jpg,1,0.865079,0.412698
Dataset\images\2617.jpg,6,-0.398101,0.631603
Dataset\images\2618.jpg,6,-0.747998,0.484619
Dataset\images\2619.jpg,7,-0.532975,0.677426
Dataset\images\2620.jpg,6,-0.155561,0.231181
Dataset\images\2621.jpg,7,-0.539683,0.674603
Dataset\images\2622.jpg,1,0.813008,0.0774293
Dataset\images\2623.jpg,5,-0.904762,0.404762
Dataset\images\2624.jpg,6,-0.484127,0.761905
Dataset\images\2626.jpg,7,-0.506862,0.618632
Dataset\images\2628.jpg,0,-0.00483933,-0.00967867
Dataset\images\2629.jpg,7,0.469415,0.358111
Dataset\images\2631.jpg,6,-0.436508,0.849206
Dataset\images\2632.jpg,7,-0.642857,0.626984
Dataset\images\2633.jpg,2,-0.103175,-0.587302
Dataset\images\2634.jpg,7,-0.07259,0.590399
Dataset\images\2635.jpg,5,-0.737578,0.409765
Dataset\images\2636.jpg,7,-0.280681,0.348432
Dataset\images\2637.jpg,3,0.285521,0.769454
Dataset\images\2638.jpg,0,0.0895491,-0.352929
Dataset\images\2639.jpg,6,-0.323499,0.629745
Dataset\images\264.jpg,2,-0.603175,-0.00793651
Dataset\images\2640.jpg,3,0.309717,0.735579
Dataset\images\2642.jpg,7,-0.551684,0.672667
Dataset\images\2644.jpg,5,-0.716011,0.418392
Dataset\images\2645.jpg,7,-0.256485,0.319396
Dataset\images\2646.jpg,2,-0.357143,-0.134921
Dataset\images\2648.jpg,0,-0.363464,0.226507
Dataset\images\265.jpg,4,-0.119048,0.793651
Dataset\images\2650.jpg,7,-0.638792,0.624274
Dataset\images\2651.jpg,3,0.421312,0.816697
Dataset\images\2652.jpg,7,-0.600077,0.614595
Dataset\images\2655.jpg,5,-0.888889,0.444444
Dataset\images\2657.jpg,3,-0.0387147,0.275842
Dataset\images\2658.jpg,0,0.0532327,0.058072
Dataset\images\2660.jpg,0,-0.41614,0.189633
Dataset\images\2663.jpg,2,-0.809524,-0.380952
Dataset\images\2664.jpg,7,-0.261324,0.309717
Dataset\images\2665.jpg,0,0.0,-0.015873
Dataset\images\2666.jpg,3,-0.125823,0.764615
Dataset\images\2667.jpg,5,-0.805894,0.369458
Dataset\images\2668.jpg,7,0.142857,0.333333
Dataset\images\2669.jpg,0,-0.106465,0.150019
Dataset\images\2670.jpg,6,-0.483164,0.806934
Dataset\images\2671.jpg,4,-0.115887,0.753266
Dataset\images\2672.jpg,7,-0.329075,0.391986
Dataset\images\2673.jpg,4,-0.043554,0.919473
Dataset\images\2674.jpg,3,0.211353,0.733264
Dataset\images\2677.jpg,5,-0.750097,0.469415
Dataset\images\2679.jpg,6,-0.324235,0.609756
Dataset\images\2681.jpg,1,0.401665,0.043554
Dataset\images\2684.jpg,1,0.759775,-0.150019
Dataset\images\2685.jpg,4,-0.101626,0.846883
Dataset\images\2686.jpg,0,-0.0714286,0.0793651
Dataset\images\2688.jpg,2,-0.142857,-0.380952
Dataset\images\2689.jpg,0,-0.015124,-0.0172846
Dataset\images\269.jpg,3,-0.00370865,0.415369
Dataset\images\2690.jpg,1,0.866241,-0.0338753
Dataset\images\2691.jpg,4,-0.119048,0.793651
Dataset\images\2692.jpg,2,-0.833333,-0.357143
Dataset\images\2693.jpg,7,-0.58744,0.644625
Dataset\images\2694.jpg,3,0.346524,0.581265
Dataset\images\2696.jpg,7,-0.648471,0.638792
Dataset\images\2699.jpg,1,0.659782,0.229489
Dataset\images\27.jpg,2,-0.854767,-0.234996
Dataset\images\270.jpg,6,-0.473202,0.806934
Dataset\images\2700.jpg,5,-0.920635,0.34127
Dataset\images\2702.jpg,7,-0.642857,0.642857
Dataset\images\2704.jpg,0,0.00862664,-0.00431332
Dataset\images\2705.jpg,7,-0.626984,0.619048
Dataset\images\2706.jpg,4,-0.0967867,0.837205
Dataset\images\2707.jpg,6,-0.174603,0.412698
Dataset\images\2708.jpg,4,-0.237127,0.832365
Dataset\images\2709.jpg,2,-0.954974,-0.254948
Dataset\images\2710.jpg,5,-0.626984,0.5
Dataset\images\2711.jpg,3,0.191282,0.649351
Dataset\images\2712.jpg,3,0.194901,0.516224
Dataset\images\2713.jpg,1,0.703071,0.0992063
Dataset\images\2714.jpg,1,0.711698,0.0819531
Dataset\images\2716.jpg,2,-0.146919,-0.0734595
Dataset\images\2717.jpg,3,0.300039,0.672667
Dataset\images\2718.jpg,2,-0.701703,-0.367789
Dataset\images\2719.jpg,0,0.015873,0.00793651
Dataset\images\272.jpg,3,0.015873,0.5
Dataset\images\2720.jpg,3,0.150019,0.556523
Dataset\images\2721.jpg,1,0.936508,0.111111
Dataset\images\2722.jpg,5,-0.722222,0.420635
Dataset\images\2723.jpg,3,0.0376733,0.960669
Dataset\images\2724.jpg,2,-0.774293,-0.295199
Dataset\images\2725.jpg,5,-0.732195,0.468816
Dataset\images\2726.jpg,4,-0.119048,0.825397
Dataset\images\2727.jpg,5,-0.714286,0.404762
Dataset\images\2728.jpg,5,-0.634921,0.47619
Dataset\images\2729.jpg,0,0.26338,-0.310788
Dataset\images\273.jpg,6,-0.293852,-0.120555
Dataset\images\2731.jpg,6,-0.416991,0.624406
Dataset\images\2732.jpg,1,0.468816,0.110619
Dataset\images\2734.jpg,2,-0.677507,-0.391986
Dataset\images\2736.jpg,5,-0.753968,0.436508
Dataset\images\2737.jpg,6,-0.571429,0.277778
Dataset\images\2738.jpg,0,0.0,-0.0172533
Dataset\images\2739.jpg,5,-0.761905,0.428571
Dataset\images\2740.jpg,4,-0.109584,0.552899
Dataset\images\2741.jpg,4,-0.058072,0.716221
Dataset\images\2743.jpg,5,-0.730274,0.304641
Dataset\images\2745.jpg,3,0.125086,0.517598
Dataset\images\2746.jpg,1,0.631603,0.0574185
Dataset\images\2747.jpg,2,-0.883675,-0.326247
Dataset\images\2748.jpg,4,-0.0793651,0.746032
Dataset\images\2750.jpg,6,-0.488145,0.821877
Dataset\images\2751.jpg,5,-0.738095,0.460317
Dataset\images\2752.jpg,0,0.114565,0.0647539
Dataset\images\2753.jpg,4,-0.15873,0.746032
Dataset\images\2754.jpg,1,0.410872,0.105352
Dataset\images\2756.jpg,1,0.5,0.0238095
Dataset\images\2757.jpg,1,0.968254,0.166667
Dataset\images\2758.jpg,0,-0.0114837,-0.00765579
Dataset\images\2759.jpg,6,-0.753266,0.479351
Dataset\images\276.jpg,0,-0.00793651,0.015873
Dataset\images\2761.jpg,1,0.803329,0.0338753
Dataset\images\2762.jpg,6,-0.72166,0.447745
Dataset\images\2763.jpg,2,-0.987224,-0.135501
Dataset\images\2765.jpg,7,-0.65873,0.571429
Dataset\images\2766.jpg,1,0.87963,0.0198413
Dataset\images\2767.jpg,2,-0.904762,-0.325397
Dataset\images\2768.jpg,6,-0.444036,0.734956
Dataset\images\277.jpg,3,0.363618,0.577804
Dataset\images\2770.jpg,5,-0.896825,0.396825
Dataset\images\2771.jpg,0,-0.0793651,-0.0714286
Dataset\images\2773.jpg,5,-0.691412,0.454876
Dataset\images\2774.jpg,2,-0.849105,-0.477487
Dataset\images\2775.jpg,0,-0.421407,0.121155
Dataset\images\2776.jpg,7,-0.416183,0.633953
Dataset\images\2777.jpg,6,-0.365079,0.666667
Dataset\images\2778.jpg,1,0.960317,0.111111
Dataset\images\278.jpg,6,-0.453278,0.816896
Dataset\images\2780.jpg,1,0.547619,-0.00793651
Dataset\images\2784.jpg,3,-0.0387147,0.846883
Dataset\images\2785.jpg,6,-0.365079,0.698413
Dataset\images\2786.jpg,7,-0.459737,0.493612
Dataset\images\2787.jpg,1,0.463548,0.136957
Dataset\images\2788.jpg,2,-0.714286,-0.34127
Dataset\images\2790.jpg,4,-0.103353,0.685194
Dataset\images\2791.jpg,4,-0.0193573,0.958188
Dataset\images\2792.jpg,6,-0.459348,0.711989
Dataset\images\2793.jpg,4,-0.181724,0.934579
Dataset\images\2794.jpg,2,-0.865079,-0.357143
Dataset\images\2795.jpg,5,-0.532327,0.677507
Dataset\images\2797.jpg,6,-0.412698,0.650794
Dataset\images\2798.jpg,4,-0.173831,0.753266
Dataset\images\280.jpg,0,-0.304878,-0.14518
Dataset\images\2800.jpg,5,-0.904762,0.373016
Dataset\images\2802.jpg,5,-0.719645,0.467003
Dataset\images\2804.jpg,7,-0.722222,0.650794
Dataset\images\2805.jpg,1,0.922523,0.229674
Dataset\images\2807.jpg,4,-0.0952381,0.5
Dataset\images\2808.jpg,1,0.861401,0.135501
Dataset\images\281.jpg,6,-0.788811,0.338753
Dataset\images\2810.jpg,4,-0.119048,0.849206
Dataset\images\2811.jpg,2,-0.896825,-0.222222
Dataset\images\2813.jpg,1,0.919473,0.101626
Dataset\images\2814.jpg,5,-0.642685,0.409765
Dataset\images\2815.jpg,2,-0.134921,-0.293651
Dataset\images\2817.jpg,5,-0.753968,0.47619
Dataset\images\2818.jpg,0,-0.424673,-0.201894
Dataset\images\2819.jpg,2,-0.937689,-0.254948
Dataset\images\282.jpg,4,-0.119546,0.762104
Dataset\images\2820.jpg,5,-0.904762,0.396825
Dataset\images\2823.jpg,6,-0.094893,0.284679
Dataset\images\2824.jpg,7,-0.440379,0.498451
Dataset\images\2825.jpg,6,-0.474083,0.205436
Dataset\images\2827.jpg,2,-0.84127,-0.365079
Dataset\images\2828.jpg,7,-0.585559,0.682346
Dataset\images\283.jpg,7,-0.648471,0.662989
Dataset\images\2830.jpg,6,-0.401665,0.793651
Dataset\images\2833.jpg,4,-0.142857,0.738095
Dataset\images\2834.jpg,0,0.031746,-0.015873
Dataset\images\2835.jpg,4,-0.0952381,0.793651
Dataset\images\2836.jpg,2,-0.404762,-0.166667
Dataset\images\2838.jpg,1,0.595238,0.238095
Dataset\images\2839.jpg,2,-0.619048,-0.277778
Dataset\images\2840.jpg,2,-0.811915,-0.204224
Dataset\images\2841.jpg,7,-0.518031,0.672445
Dataset\images\2842.jpg,0,0.0996214,-0.0249054
Dataset\images\2843.jpg,1,0.445219,0.0822687
Dataset\images\2845.jpg,0,0.015873,0.015873
Dataset\images\2846.jpg,5,-0.759775,0.406504
Dataset\images\2848.jpg,3,0.398551,0.838509
Dataset\images\2849.jpg,7,-0.633953,0.633953
Dataset\images\2850.jpg,0,-0.125823,0.0967867
Dataset\images\2851.jpg,2,-0.800674,-0.30552
Dataset\images\2852.jpg,4,-0.199243,0.801953
Dataset\images\2853.jpg,3,0.246032,0.865079
Dataset\images\2854.jpg,5,-0.723473,0.463176
Dataset\images\2858.jpg,1,0.647914,-0.105352
Dataset\images\2859.jpg,4,-0.164474,0.642231
Dataset\images\286.jpg,5,-0.865079,0.412698
Dataset\images\2860.jpg,4,-0.159698,0.754936
Dataset\images\2861.jpg,6,-0.488145,0.816896
Dataset\images\2862.jpg,0,0.015873,0.00793651
Dataset\images\2864.jpg,4,-0.150794,0.793651
Dataset\images\2865.jpg,2,-0.865079,-0.436508
Dataset\images\2866.jpg,0,-0.0677507,-0.193573
Dataset\images\2867.jpg,5,-0.740418,0.488773
Dataset\images\2869.jpg,5,-0.888889,0.380952
Dataset\images\2870.jpg,3,0.261905,0.801587
Dataset\images\2871.jpg,2,-0.706349,-0.365079
Dataset\images\2872.jpg,1,0.498451,0.087108
Dataset\images\2873.jpg,0,0.01294,-0.00862664
Dataset\images\2874.jpg,7,0.0387147,0.793651
